149;1;4000000000;6375666043;
152;2;4000000000;3428304391;
153;1;4000000000;4977576004;
154;2;4000000000;7094333302;
161;1;4000000000;8283807124;
162;2;4000000000;8589434214;
164;2;4000000000;6188287343;
165;1;4000000000;6373802256;
166;1;4000000000;4448378446;
167;1;4000000000;5060695343;
168;1;4000000000;4464131421;
171;2;4000000000;5589690752;
172;1;4000000000;4893732136;
174;2;4000000000;4818595750;
176;1;4000000000;5528305791;
178;2;4000000000;3255293754;
179;1;4000000000;2948943929;
180;2;4000000000;3138241749;
182;2;4000000000;4012443626;
185;1;4000000000;4465760453;
186;1;4000000000;4219735199;
189;2;4000000000;6009898837;
190;2;4000000000;5990921500;
191;1;4000000000;4352122162;
193;1;4000000000;4305708849;
194;1;4000000000;4241257414;
197;1;4000000000;6900273173;
201;1;4000000000;3182403949;
202;2;4000000000;3733708830;
208;1;4000000000;6185050543;
209;2;4000000000;5662739188;
211;2;4000000000;3170929780;
212;1;4000000000;7024663888;
216;2;4000000000;8632932428;
217;1;4000000000;5695073280;
220;1;4000000000;5982280046;
222;2;4000000000;6348315989;
223;2;4000000000;6435072383;
226;2;4000000000;4223336465;
228;1;4000000000;3830169839;
231;1;4000000000;2456563654;
233;2;4000000000;5004845358;
236;1;2000000000;4771829440;
245;2;4000000000;5271927494;
249;1;2000000000;3703358920;
253;2;4000000000;3518233172;
259;2;4000000000;4648691032;
261;1;4000000000;6115551283;
265;2;4000000000;5889941135;
269;1;4000000000;5055834699;
270;2;4000000000;6250907928;
274;1;4000000000;7301588493;
275;2;4000000000;7071557238;
280;2;4000000000;5528967822;
281;1;4000000000;4646890508;
282;2;4000000000;5018677984;
284;1;4000000000;4195844058;
286;2;4000000000;4435084018;
