399;1;8000000000;2850653198;
400;3;32000000000;6618576937;
401;3;32000000000;5118260697;
402;2;16000000000;4327728573;
403;3;32000000000;7668738045;
404;2;16000000000;6592061641;
405;1;8000000000;3557276795;
406;1;8000000000;5160944167;
407;1;8000000000;3585785966;
408;2;16000000000;3375765696;
409;2;16000000000;5421394704;
410;3;64000000000;8274016938;
411;3;32000000000;12905924035;
412;3;32000000000;4956921534;
413;3;32000000000;2709391802;
414;2;16000000000;3273216890;
415;1;8000000000;3539009104;
416;1;8000000000;3191563414;
417;3;32000000000;9615989679;
418;1;8000000000;3511933111;
419;2;16000000000;5185220933;
420;2;16000000000;5715802829;
421;2;16000000000;8204134372;
422;2;16000000000;4127432214;
423;3;128000000000;9658610504;
424;1;8000000000;3481501735;
425;3;128000000000;16737947316;
426;1;8000000000;3366698125;
427;1;8000000000;2709306302;
428;2;16000000000;3194528209;
429;3;32000000000;7180484465;
430;3;32000000000;9343230881;
431;3;32000000000;17155067525;
432;1;8000000000;5883925376;
433;3;32000000000;15304650937;
434;3;128000000000;12185291599;
435;1;8000000000;3224558013;
436;2;16000000000;3449856629;
437;1;8000000000;3978855287;
438;3;32000000000;5063043477;
439;3;32000000000;13753769404;
440;2;16000000000;3966996107;
441;2;16000000000;11335215979;
442;1;8000000000;3943105544;
443;1;8000000000;4496475676;
444;1;8000000000;3587581077;
445;1;8000000000;3754855692;
446;1;8000000000;3790908289;
447;1;8000000000;4829038770;
448;2;16000000000;5381926442;
449;3;32000000000;7917844509;
450;2;16000000000;4592406032;
451;1;8000000000;2251799155;
452;2;16000000000;5015082700;
453;1;8000000000;4953125895;
454;1;8000000000;5595597415;
455;1;8000000000;5119099104;
456;3;32000000000;22675593475;
457;3;32000000000;10218890062;
458;1;8000000000;3946076088;
459;1;8000000000;3362848876;
460;1;8000000000;2732564894;
461;3;32000000000;14811024690;
462;2;16000000000;11243928298;
463;1;8000000000;4357243278;
464;2;16000000000;5492813717;
465;1;8000000000;3528068784;
466;1;8000000000;3744117462;
467;1;8000000000;3715813600;
468;1;8000000000;4930779179;
469;3;32000000000;3497930739;
470;2;16000000000;8382142688;
471;1;8000000000;5005454904;
472;2;16000000000;8844994850;
473;2;16000000000;8101991902;
474;2;16000000000;6953882899;
475;1;8000000000;4002372941;
476;2;16000000000;7400381707;
477;2;16000000000;6536124021;
478;3;32000000000;10361660595;
479;1;8000000000;3150481505;
480;2;16000000000;5020232265;
481;1;8000000000;3367809331;
482;3;128000000000;7293531271;
483;3;32000000000;13605909860;
484;3;64000000000;6897307072;
485;1;8000000000;2026390751;
486;1;8000000000;3681133150;
487;2;16000000000;5725375441;
488;1;8000000000;3736642761;
489;1;8000000000;2150892919;
490;1;8000000000;5084258477;
491;2;16000000000;6334127959;
492;1;8000000000;1726322528;
