399;1;8000000000;2850653198;
402;2;16000000000;5144022582;
404;2;16000000000;6592061641;
405;1;8000000000;3924747314;
406;1;8000000000;5383496956;
407;1;8000000000;4239226965;
408;2;16000000000;3566137114;
409;2;16000000000;6237688713;
414;2;16000000000;4089510899;
415;1;8000000000;3906479623;
416;1;8000000000;3845004413;
418;1;8000000000;3643727970;
419;2;16000000000;6009064371;
420;2;16000000000;5715802829;
421;2;16000000000;9268392676;
422;2;16000000000;4127432214;
424;1;8000000000;3573624597;
426;1;8000000000;4224441218;
427;1;8000000000;2732377041;
428;2;16000000000;3434455447;
432;1;8000000000;6566191758;
435;1;8000000000;3877999012;
436;2;16000000000;3513050312;
437;1;8000000000;4110650146;
440;2;16000000000;3966996107;
441;2;16000000000;13296192357;
442;1;8000000000;4051829664;
443;1;8000000000;4727307686;
444;1;8000000000;3679703939;
445;1;8000000000;4612598785;
446;1;8000000000;4648651382;
447;1;8000000000;5710844059;
448;2;16000000000;6032496213;
450;2;16000000000;5176322232;
451;1;8000000000;2251799155;
452;2;16000000000;5015082700;
453;1;8000000000;6133801284;
454;1;8000000000;6776272804;
455;1;8000000000;6299774493;
458;1;8000000000;4803819181;
459;1;8000000000;3677814510;
460;1;8000000000;2925422638;
462;2;16000000000;11307121981;
463;1;8000000000;4808640117;
464;2;16000000000;6704149657;
465;1;8000000000;4385549402;
466;1;8000000000;4601598080;
467;1;8000000000;4573294218;
468;1;8000000000;5359105279;
470;2;16000000000;10295719458;
471;1;8000000000;5467092700;
472;2;16000000000;11330428566;
473;2;16000000000;10587425618;
474;2;16000000000;7646992064;
475;1;8000000000;5194706851;
476;2;16000000000;9361358085;
477;2;16000000000;7546316680;
479;1;8000000000;3918147210;
480;2;16000000000;5592089211;
481;1;8000000000;3967206870;
485;1;8000000000;2082348679;
486;1;8000000000;3997853216;
487;2;16000000000;6735568100;
488;1;8000000000;3828765623;
489;1;8000000000;2514369003;
490;1;8000000000;5735137366;
491;2;16000000000;8819561675;
492;1;8000000000;2195118133;
