149;1;4000000000;5121382331;
150;2;8000000000;5035746698;
151;1;32000000000;3415455122;
152;2;4000000000;3057450926;
153;1;4000000000;4166407485;
154;2;4000000000;6876790787;
156;2;16000000000;4644187135;
157;2;32000000000;4556204507;
158;1;16000000000;4937935687;
160;2;8000000000;6057863218;
161;1;4000000000;6086807476;
162;2;4000000000;7885274473;
163;2;8000000000;5770646403;
164;2;4000000000;5691269978;
165;1;4000000000;4984277790;
166;1;4000000000;3747332674;
167;1;4000000000;3862514256;
168;1;4000000000;3106303095;
170;1;16000000000;4500119788;
171;2;4000000000;5058565942;
172;1;4000000000;4023594274;
174;2;4000000000;4190352776;
175;2;32000000000;4910618123;
176;1;4000000000;3894293842;
178;2;4000000000;2878339419;
179;1;4000000000;2411803531;
180;2;4000000000;3035832036;
182;2;4000000000;4478436192;
184;1;8000000000;4036913347;
185;1;4000000000;4174412319;
186;1;4000000000;3188487547;
187;2;8000000000;4657320512;
189;2;4000000000;5191460483;
190;2;4000000000;5167694285;
191;1;4000000000;3115799212;
192;2;8000000000;4617069829;
193;1;4000000000;3195092109;
194;1;4000000000;3085002751;
195;2;16000000000;5862131877;
197;1;4000000000;5681434984;
199;1;16000000000;2826652604;
201;1;4000000000;2901487068;
202;2;4000000000;3386424252;
203;1;8000000000;2917130009;
206;2;8000000000;3479883649;
208;1;4000000000;4587141848;
209;2;4000000000;5604925268;
211;2;4000000000;2633712346;
212;1;4000000000;4711145990;
213;2;32000000000;4770850318;
214;2;32000000000;6324838530;
216;2;4000000000;7325278985;
217;1;4000000000;4180594724;
220;1;4000000000;3391427976;
222;2;4000000000;6570584820;
223;2;4000000000;5706292257;
225;2;8000000000;4618104657;
226;2;4000000000;4699806779;
228;1;4000000000;2668564934;
230;2;16000000000;2919720235;
231;1;4000000000;1743102391;
233;2;4000000000;5181749597;
236;1;2000000000;3606574802;
245;2;4000000000;5480736271;
248;2;8000000000;4993094964;
249;1;2000000000;1831857043;
251;2;32000000000;7200912640;
253;2;4000000000;3489785521;
259;2;4000000000;4212405686;
261;1;4000000000;5554139743;
264;1;8000000000;5545667762;
265;2;4000000000;4020288537;
267;1;8000000000;4769828988;
269;1;4000000000;4776775843;
270;2;4000000000;4701463396;
271;1;16000000000;5059699501;
274;1;4000000000;6370465925;
275;2;4000000000;5568708903;
277;2;16000000000;3991129423;
280;2;4000000000;4205889524;
281;1;4000000000;3859481180;
282;2;4000000000;4666708913;
284;1;4000000000;3344278831;
286;2;4000000000;3519262809;
