414;1;8000000000;3091412660;
415;3;32000000000;7111482230;
416;3;32000000000;9963260500;
417;2;16000000000;5770456901;
418;3;32000000000;11186999457;
419;2;16000000000;7952109680;
420;1;8000000000;3498207369;
421;1;8000000000;5096217814;
422;1;8000000000;3683848955;
423;2;16000000000;3456828345;
424;2;16000000000;7007705368;
425;3;64000000000;8785010130;
426;3;32000000000;15101660046;
427;3;32000000000;571917238;
428;3;32000000000;3424622340;
429;2;16000000000;3759287099;
430;1;8000000000;3491163866;
431;1;8000000000;3309494052;
432;3;32000000000;11021576367;
433;1;8000000000;3596319368;
434;2;16000000000;6052833848;
435;2;16000000000;7706362770;
436;2;16000000000;9379866179;
437;2;16000000000;4255237143;
438;3;128000000000;12051653019;
439;1;8000000000;3511682963;
440;3;128000000000;14088182872;
441;1;8000000000;3070382825;
442;1;8000000000;2763602615;
443;2;16000000000;3386135792;
444;3;32000000000;7690111135;
445;3;32000000000;16522489179;
446;3;32000000000;18587197191;
447;1;8000000000;5656599744;
448;3;32000000000;16837327880;
449;3;128000000000;21349296953;
450;1;8000000000;3356562315;
451;2;16000000000;3912606993;
452;1;8000000000;4047811997;
453;3;32000000000;9058571038;
454;3;32000000000;23090436992;
455;2;16000000000;4364051596;
456;2;16000000000;9676240531;
457;1;8000000000;4111490744;
458;1;8000000000;5422642453;
459;1;8000000000;3600898972;
460;1;8000000000;3440657016;
461;1;8000000000;3477342532;
462;1;8000000000;4087363171;
463;2;16000000000;6156485628;
464;3;32000000000;11395376413;
465;2;16000000000;5281769764;
466;1;8000000000;2301233857;
467;2;16000000000;5187839290;
468;1;8000000000;4332546402;
469;1;8000000000;4889401200;
470;1;8000000000;4499844493;
471;3;32000000000;18869752438;
472;3;32000000000;9383389521;
473;1;8000000000;3635196908;
474;1;8000000000;4169435391;
475;1;8000000000;2779623969;
476;3;32000000000;14110212715;
477;2;16000000000;8837230510;
478;1;8000000000;5283131524;
479;2;16000000000;7954901208;
480;1;8000000000;4776758960;
481;1;8000000000;5066550690;
482;1;8000000000;3767884999;
483;1;8000000000;4725221134;
484;3;32000000000;9032131621;
485;2;16000000000;9143081690;
486;1;8000000000;4868056488;
487;2;16000000000;9248355738;
488;2;16000000000;8401780225;
489;2;16000000000;8542211469;
490;1;8000000000;3539394538;
491;2;16000000000;6346492514;
492;2;16000000000;7060402789;
493;3;32000000000;11063176241;
494;1;8000000000;2840889552;
495;2;16000000000;5249958141;
496;1;8000000000;2982367841;
497;3;128000000000;8164588124;
498;3;32000000000;14813979922;
499;3;64000000000;6807094488;
500;1;8000000000;1814900954;
501;1;8000000000;3752498223;
502;2;16000000000;6209304453;
503;1;8000000000;4226262091;
504;1;8000000000;2262081525;
505;1;8000000000;4694542579;
506;2;16000000000;6818788424;
507;1;8000000000;1270027604;
